rp,population,rp_start,rp_end,cont_enrollment,age_grp,gender,state,lob,plantyp,datasource,mm
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,NM,COMMERCIAL,PPO,IBM-CCAE,55
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,F,WEST SOUTH CENTRAL,MCR,HMO,OPTUM-SES,799
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,MA,COMMERCIAL,Cap POS,IBM-CCAE,10
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,MA,COMMERCIAL,Non-Cap POS,IBM-CCAE,4256
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,F,EAST NORTH CENTRAL,MCR,POS,OPTUM-SES,8
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,NH,COMMERCIAL,PPO,IBM-MDCR,20
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,2,MN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,96
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,OK,COMMERCIAL,Non-Cap POS,IBM-CCAE,642
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,SC,COMMERCIAL,Unknown,IBM-CCAE,7077
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,TN,COMMERCIAL,Unknown,IBM-CCAE,3291
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,RI,COMMERCIAL,Others,IBM-MDCR,11
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,ND,COMMERCIAL,PPO,IBM-CCAE,4653
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,OH,COMMERCIAL,Non-Cap POS,IBM-CCAE,1967
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,2,UT,COMMERCIAL,Non-Cap POS,IBM-CCAE,11
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,KY,COMMERCIAL,PPO,IBM-CCAE,1318
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,F,MOUNTAIN,COM,HMO,OPTUM-SES,2
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,CO,COMMERCIAL,PPO,IBM-CCAE,6987
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,GA,COMMERCIAL,PPO,IBM-CCAE,200029
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,PA,COMMERCIAL,HMO,IBM-CCAE,40625
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,VA,COMMERCIAL,Non-Cap POS,IBM-MDCR,15
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,1,NV,COMMERCIAL,PPO,IBM-CCAE,663
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,PA,COMMERCIAL,Non-Cap POS,IBM-CCAE,1841
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,F,SOUTH ATLANTIC,MCR,HMO,OPTUM-SES,33
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,KS,COMMERCIAL,PPO,IBM-MDCR,48
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,AR,COMMERCIAL,PPO,IBM-CCAE,2389
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,OH,COMMERCIAL,Non-Cap POS,IBM-CCAE,17536
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,PA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,72109
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,NJ,COMMERCIAL,Others,IBM-CCAE,351
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,F,PACIFIC,COM,EPO,OPTUM-SES,73
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,PA,COMMERCIAL,Others,IBM-MDCR,56
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,UT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2812
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,ND,COMMERCIAL,HMO,IBM-CCAE,13
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,TX,COMMERCIAL,Others,IBM-CCAE,29
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,2,OH,COMMERCIAL,Non-Cap POS,IBM-CCAE,62
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,AL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1170
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,DE,COMMERCIAL,Others,IBM-MDCR,42
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,1,NV,COMMERCIAL,Others,IBM-CCAE,2
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,UN,COMMERCIAL,Non-Cap POS,IBM-CCAE,1062
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,KY,COMMERCIAL,PPO,IBM-MDCR,19
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,NM,COMMERCIAL,Others,IBM-CCAE,466
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,CO,COMMERCIAL,Non-Cap POS,IBM-CCAE,1881
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,SC,COMMERCIAL,Unknown,IBM-CCAE,59
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,OR,COMMERCIAL,HMO,IBM-CCAE,148
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,F,EAST SOUTH CENTRAL,COM,HMO,OPTUM-SES,396
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,NJ,COMMERCIAL,Cap POS,IBM-CCAE,9
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,1,UN,COMMERCIAL,Others,IBM-CCAE,1
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,DE,COMMERCIAL,Others,IBM-CCAE,30
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,TX,COMMERCIAL,Non-Cap POS,IBM-MDCR,62
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,VA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,65
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,NJ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,63077
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,VT,COMMERCIAL,Others,IBM-CCAE,25
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,1,OK,COMMERCIAL,Unknown,IBM-CCAE,6165
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,F,WEST SOUTH CENTRAL,COM,HMO,OPTUM-SES,1067
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,ME,COMMERCIAL,Others,IBM-CCAE,215
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,NY,COMMERCIAL,PPO,IBM-CCAE,5499
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,F,SOUTH ATLANTIC,COM,POS,OPTUM-SES,64
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,2,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,484
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,NJ,COMMERCIAL,Others,IBM-CCAE,740
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,F,WEST NORTH CENTRAL,COM,EPO,OPTUM-SES,1
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,OH,COMMERCIAL,PPO,IBM-MDCR,19114
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,ND,COMMERCIAL,PPO,IBM-CCAE,6
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,OR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,266
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,WA,COMMERCIAL,HMO,IBM-CCAE,150
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,OH,COMMERCIAL,HMO,IBM-CCAE,81663
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,F,EAST NORTH CENTRAL,COM,POS,OPTUM-SES,298
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,NC,COMMERCIAL,Unknown,IBM-CCAE,21
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,AZ,COMMERCIAL,HMO,IBM-CCAE,18
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,1,KS,COMMERCIAL,CDHP/HDHP,IBM-CCAE,6
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,IL,COMMERCIAL,Others,IBM-CCAE,23
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,MT,COMMERCIAL,Others,IBM-CCAE,78
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,M,WEST SOUTH CENTRAL,COM,EPO,OPTUM-SES,33
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,UT,COMMERCIAL,PPO,IBM-MDCR,42
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,LA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,8221
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,2,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,7759
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,NV,COMMERCIAL,Others,IBM-MDCR,4563
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,WI,COMMERCIAL,HMO,IBM-CCAE,183193
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,VT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,338
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,MN,COMMERCIAL,Others,IBM-MDCR,11
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,WY,COMMERCIAL,Non-Cap POS,IBM-CCAE,1084
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,IA,COMMERCIAL,Others,IBM-CCAE,162
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,OH,COMMERCIAL,Others,IBM-CCAE,118
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,OK,COMMERCIAL,Non-Cap POS,IBM-CCAE,24
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,F,WEST NORTH CENTRAL,MCR,OTH,OPTUM-SES,350
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,WA,COMMERCIAL,HMO,IBM-CCAE,14
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,1,PA,COMMERCIAL,Others,IBM-CCAE,209
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,MS,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1185
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,2,DC,COMMERCIAL,Others,IBM-CCAE,1
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,MA,COMMERCIAL,PPO,IBM-CCAE,573
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,F,EAST SOUTH CENTRAL,COM,POS,OPTUM-SES,304
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,ID,COMMERCIAL,Others,IBM-CCAE,38
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,UN,COMMERCIAL,Unknown,IBM-CCAE,99
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,F,PACIFIC,COM,POS,OPTUM-SES,34
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,UN,COMMERCIAL,HMO,IBM-MDCR,1612
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,DC,COMMERCIAL,Others,IBM-CCAE,97
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,2,CA,COMMERCIAL,Unknown,IBM-CCAE,31537
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,WA,COMMERCIAL,Others,IBM-MDCR,5
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,SD,COMMERCIAL,Non-Cap POS,IBM-CCAE,273
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,KS,COMMERCIAL,Others,IBM-CCAE,2
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,AL,COMMERCIAL,Others,IBM-CCAE,24
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,PR,COMMERCIAL,PPO,IBM-CCAE,198
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,RI,COMMERCIAL,PPO,IBM-CCAE,10219
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,MN,COMMERCIAL,CDHP/HDHP,IBM-MDCR,182
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,FL,COMMERCIAL,Non-Cap POS,IBM-CCAE,29700
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,NH,COMMERCIAL,CDHP/HDHP,IBM-CCAE,59
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,1,NJ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1303
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,TN,COMMERCIAL,Others,IBM-CCAE,730
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,F,MOUNTAIN,MCR,PPO,OPTUM-SES,67
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,MS,COMMERCIAL,Others,IBM-CCAE,677
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,OR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,5539
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,TN,COMMERCIAL,Unknown,IBM-CCAE,4
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,KS,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4853
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,F,EAST NORTH CENTRAL,MCR,OTH,OPTUM-SES,2783
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,IN,COMMERCIAL,Unknown,IBM-MDCR,19
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,UT,COMMERCIAL,PPO,IBM-CCAE,79
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,WY,COMMERCIAL,Others,IBM-CCAE,6
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,PR,COMMERCIAL,Unknown,IBM-MDCR,3
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,2,WA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,764
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,IN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,140
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,RI,COMMERCIAL,Others,IBM-MDCR,9
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,7359
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,1,WA,COMMERCIAL,Non-Cap POS,IBM-CCAE,1
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,2,AL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,88
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,1,IA,COMMERCIAL,Non-Cap POS,IBM-CCAE,59
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,M,EAST NORTH CENTRAL,MCR,POS,OPTUM-SES,12
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,NY,COMMERCIAL,Others,IBM-CCAE,37123
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,IA,COMMERCIAL,HMO,IBM-CCAE,3664
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,2,NM,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3815
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,2,IA,COMMERCIAL,Others,IBM-CCAE,9
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,UN,COMMERCIAL,Others,IBM-CCAE,14084
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,M,SOUTH ATLANTIC,MCR,HMO,OPTUM-SES,59708
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,OR,COMMERCIAL,CDHP/HDHP,IBM-MDCR,780
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,AR,COMMERCIAL,HMO,IBM-CCAE,2243
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,NC,COMMERCIAL,PPO,IBM-CCAE,295670
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,RI,COMMERCIAL,CDHP/HDHP,IBM-MDCR,24
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,NV,COMMERCIAL,Non-Cap POS,IBM-CCAE,908
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,KS,COMMERCIAL,Unknown,IBM-CCAE,25
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,OH,COMMERCIAL,Others,IBM-CCAE,12
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,NE,COMMERCIAL,Non-Cap POS,IBM-CCAE,28
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,M,PACIFIC,COM,EPO,OPTUM-SES,102
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,OK,COMMERCIAL,Others,IBM-CCAE,352
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,NJ,COMMERCIAL,Non-Cap POS,IBM-CCAE,2788
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,M,WEST SOUTH CENTRAL,COM,HMO,OPTUM-SES,1715
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,MI,COMMERCIAL,HMO,IBM-MDCR,2152
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,TX,COMMERCIAL,PPO,IBM-CCAE,256307
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,IN,COMMERCIAL,Non-Cap POS,IBM-CCAE,11
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,NC,COMMERCIAL,Non-Cap POS,IBM-CCAE,34
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,DC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,12
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,M,SOUTH ATLANTIC,COM,PPO,OPTUM-SES,52
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,GA,COMMERCIAL,PPO,IBM-MDCR,157
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,SC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,5320
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,M,EAST SOUTH CENTRAL,COM,HMO,OPTUM-SES,21
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,CA,COMMERCIAL,Non-Cap POS,IBM-CCAE,26296
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,WY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,127
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,1,AL,COMMERCIAL,Non-Cap POS,IBM-CCAE,6320
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,OK,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3441
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,MA,COMMERCIAL,Unknown,IBM-CCAE,973
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,M,EAST SOUTH CENTRAL,COM,PPO,OPTUM-SES,2
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,GA,COMMERCIAL,CDHP/HDHP,IBM-MDCR,156
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,1,AR,COMMERCIAL,PPO,IBM-CCAE,289
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,1,IL,COMMERCIAL,PPO,IBM-CCAE,28
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,TN,COMMERCIAL,Others,IBM-CCAE,796
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,M,WEST NORTH CENTRAL,COM,EPO,OPTUM-SES,2362
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,UN,COMMERCIAL,Others,IBM-MDCR,3196
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,ID,COMMERCIAL,CDHP/HDHP,IBM-CCAE,7
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,SC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,27
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,MO,COMMERCIAL,CDHP/HDHP,IBM-MDCR,14
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,2,MI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,6
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,IA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,151
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,TX,COMMERCIAL,Others,IBM-MDCR,12246
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,DC,COMMERCIAL,Others,IBM-CCAE,15
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,1,AL,COMMERCIAL,PPO,IBM-CCAE,166
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,UT,COMMERCIAL,Others,IBM-CCAE,663
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,2,IN,COMMERCIAL,PPO,IBM-CCAE,156934
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,M,WEST NORTH CENTRAL,COM,EPO,OPTUM-SES,4502
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,ME,COMMERCIAL,HMO,IBM-CCAE,12686
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,RI,COMMERCIAL,Non-Cap POS,IBM-CCAE,436
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,WI,COMMERCIAL,Cap POS,IBM-CCAE,528
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,UT,COMMERCIAL,Unknown,IBM-CCAE,139
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,MO,COMMERCIAL,Others,IBM-CCAE,141
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,F,UNKNOWN,COM,PPO,OPTUM-SES,19697
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,IL,COMMERCIAL,Non-Cap POS,IBM-MDCR,299
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,PA,COMMERCIAL,Unknown,IBM-CCAE,34
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,2,IL,COMMERCIAL,Others,IBM-CCAE,6
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,AR,COMMERCIAL,Non-Cap POS,IBM-CCAE,53
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,OH,COMMERCIAL,HMO,IBM-CCAE,141
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,F,EAST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,25
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,UN,COMMERCIAL,Unknown,IBM-MDCR,195
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,MA,COMMERCIAL,HMO,IBM-CCAE,25
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,AZ,COMMERCIAL,Others,IBM-CCAE,1026
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,IL,COMMERCIAL,PPO,IBM-CCAE,116782
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,NC,COMMERCIAL,HMO,IBM-CCAE,40
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,M,EAST NORTH CENTRAL,COM,OTH,OPTUM-SES,3
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,NV,COMMERCIAL,Non-Cap POS,IBM-MDCR,134
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,ND,COMMERCIAL,CDHP/HDHP,IBM-CCAE,524
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,FL,COMMERCIAL,HMO,IBM-CCAE,2064
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,SC,COMMERCIAL,Non-Cap POS,IBM-MDCR,6
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,IA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,43973
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,AZ,COMMERCIAL,Non-Cap POS,IBM-CCAE,11
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,AR,COMMERCIAL,CDHP/HDHP,IBM-MDCR,338
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,ND,COMMERCIAL,PPO,IBM-CCAE,37
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,F,MIDDLE ATLANTIC,MCR,PPO,OPTUM-SES,241
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,AZ,COMMERCIAL,Non-Cap POS,IBM-CCAE,12379
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,IA,COMMERCIAL,HMO,IBM-CCAE,6
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,KY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,289
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,MS,COMMERCIAL,Unknown,IBM-MDCR,55
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,VA,COMMERCIAL,PPO,IBM-CCAE,161
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,CO,COMMERCIAL,Others,IBM-CCAE,124
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,NH,COMMERCIAL,Others,IBM-CCAE,364
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,NE,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4824
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,M,SOUTH ATLANTIC,MCR,PPO,OPTUM-SES,12
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,VT,COMMERCIAL,Others,IBM-MDCR,558
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,MI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1084
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,NC,COMMERCIAL,Others,IBM-CCAE,1492
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,NC,COMMERCIAL,CDHP/HDHP,IBM-MDCR,1584
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,2,AZ,COMMERCIAL,PPO,IBM-CCAE,45
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,ME,COMMERCIAL,PPO,IBM-CCAE,13
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,M,PACIFIC,MCR,OTH,OPTUM-SES,2155
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,SC,COMMERCIAL,PPO,IBM-MDCR,4818
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,DE,COMMERCIAL,Others,IBM-CCAE,2014
